,text,id,user,name,likes,retweet_count,date,source,location,sentiment
776,"Initiative 1631 is Washington State's answer to regressive climate policies at the federal level. It raises funds to clean air, improve health, invest in clean energy, and it requires large polluters to pay their fair share. Learn more: https://t.co/O4Uhq6TRFE. #YesOn1631",1052574631713013761,LeoDiCaprio,Leonardo DiCaprio,2143,516,2018-10-17 14:58:42,Twitter Web Client,"Los Angeles, CA",1
777,We must continue to seek out climate solutions that put the needs of people and the planet first. #MissingPathways #NaturalClimateSolutions https://t.co/nXPMnTlapV,1052292929321136128,LeoDiCaprio,Leonardo DiCaprio,4148,846,2018-10-16 20:19:19,Twitter Web Client,"Los Angeles, CA",1
778,RT @hfairfield: Fact check: Trump's recent statements on climate science. https://t.co/DFWL1N5Mm1,1052292639696048130,LeoDiCaprio,Leonardo DiCaprio,0,210,2018-10-16 20:18:10,Twitter Web Client,"Los Angeles, CA",0
779,"Sad to hear of the passing of Paul Allen, who was a strong advocate for environmental protection. He and the team at Vulcan played a pivotal role in developing the Shark Conservation Fund alongside LDF. His legacy lives on via his incredible work as a philanthropist and investor.",1051994942552375301,LeoDiCaprio,Leonardo DiCaprio,15477,1734,2018-10-16 00:35:14,Twitter Web Client,"Los Angeles, CA",1
780,RT @GRAIN_org: @IATP &amp; @GRAIN_org recently published a report analysing the climate footprint of the world's top meat &amp; dairy corporations.…,1051935586804781056,LeoDiCaprio,Leonardo DiCaprio,0,90,2018-10-15 20:39:22,Twitter Web Client,"Los Angeles, CA",1
781,"RT @nature_org: An international team of scientists is mastering the art and science of raising coral babies.

Great story complete w/ vide…",1051935506420912128,LeoDiCaprio,Leonardo DiCaprio,0,201,2018-10-15 20:39:03,Twitter Web Client,"Los Angeles, CA",1
782,"RT @guardianeco: Climate change apathy, not denial, is the biggest threat to our planet | Leo Barasi https://t.co/LOHJVYufWn",1051560941412802560,LeoDiCaprio,Leonardo DiCaprio,0,517,2018-10-14 19:50:40,Twitter Web Client,"Los Angeles, CA",0
783,.@CarbonBrief has compiled data from 70+ peer-reviewed climate studies to show how #climatechange is projected to affect the world by regions. Check out the interactive summary here: https://t.co/FeyIAUbQ5X,1051560583235944448,LeoDiCaprio,Leonardo DiCaprio,3380,1291,2018-10-14 19:49:14,Twitter Web Client,"Los Angeles, CA",0
784,"RT @dicapriofdn: Without #forests, the unsung heroes of #climatechange, we’d already be past 1.5° and well on our way to 2° of warming http…",1049718935216709634,LeoDiCaprio,Leonardo DiCaprio,0,513,2018-10-09 17:51:11,Twitter Web Client,"Los Angeles, CA",-1
785,RT @dicapriofdn: Today we're proud to celebrate #IndigenousPeoplesDay. Learn about LDF's Indigenous Rights projects and grantees here https…,1049495857404502016,LeoDiCaprio,Leonardo DiCaprio,0,380,2018-10-09 03:04:45,Twitter for iPhone,"Los Angeles, CA",1
786,"RT @InsideNatGeo: “When an ethnicity or a human group disappears … the loss is immense,” indigenous-rights activist Sydney Possuelo says. “…",1048946572585852928,LeoDiCaprio,Leonardo DiCaprio,0,287,2018-10-07 14:42:06,Twitter Web Client,"Los Angeles, CA",0
787,"RT @CA_Waterkeepers: Citizen groups are averaging more clean water enforcement cases in California  
than the @EPA is averaging for the ent…",1048946420735270912,LeoDiCaprio,Leonardo DiCaprio,0,204,2018-10-07 14:41:29,Twitter Web Client,"Los Angeles, CA",1
788,"RT @WhenWeAllVote: Register to vote and get a little R-E-S-P-E-C-T.

Register now and vote on November 6. Text WeAllVote to 97779 or visit…",1048212508237090816,LeoDiCaprio,Leonardo DiCaprio,0,1496,2018-10-05 14:05:11,Twitter Web Client,"Los Angeles, CA",-1
789,RT @nytimes: The Trump administration is making a major move to eliminate regulation of a highly toxic chemical emitted from coal-burning p…,1047887484502376448,LeoDiCaprio,Leonardo DiCaprio,0,1000,2018-10-04 16:33:39,Twitter Web Client,"Los Angeles, CA",1
790,A new piece from @greg_asner at @CarnegieCAO explores the troubled reefs of Rongelap Atoll. https://t.co/nkgHb9fWxi,1047488266734370816,LeoDiCaprio,Leonardo DiCaprio,2362,451,2018-10-03 14:07:18,Twitter Web Client,"Los Angeles, CA",-1
791,"RT @PacificStand: In a rapidly changing landscape, China's primates are struggling to survive.
https://t.co/gFtdwsdXQD",1047301737764311040,LeoDiCaprio,Leonardo DiCaprio,0,207,2018-10-03 01:46:06,Twitter Web Client,"Los Angeles, CA",0
792,"RT @CNN: This drone footage shows the devastation left by the earthquake and tsunami that hit Indonesia on Friday.

The 7.5 magnitude earth…",1047295471126020098,LeoDiCaprio,Leonardo DiCaprio,0,1941,2018-10-03 01:21:12,Twitter Web Client,"Los Angeles, CA",0
793,"I encourage everyone to take the steps necessary to register to vote, especially if it’s your first time. Visit https://t.co/RXVmxy4nS7 to learn more. https://t.co/v6oFR2xcjY",1047202973691117568,LeoDiCaprio,Leonardo DiCaprio,5863,1214,2018-10-02 19:13:39,Twitter Web Client,"Los Angeles, CA",1
794,RT @World_Wildlife: Wildlife from the Americas to Asia would be impacted by the proposed regulatory changes to the Endangered Species Act.…,1046220120048242688,LeoDiCaprio,Leonardo DiCaprio,0,307,2018-09-30 02:08:09,Twitter for iPhone,"Los Angeles, CA",0
795,RT @latimes: Gov. Jerry Brown took action on Friday to broadly expand state wildfire prevention efforts while allowing utility companies to…,1046220077366947841,LeoDiCaprio,Leonardo DiCaprio,0,140,2018-09-30 02:07:58,Twitter for iPhone,"Los Angeles, CA",1
796,RT @dicapriofdn: Today is #SaveTheKoalaDay. A perfect storm of threats is putting at risk the survival of #koalas in their east coast heart…,1045867392142888961,LeoDiCaprio,Leonardo DiCaprio,0,536,2018-09-29 02:46:32,Twitter for iPhone,"Los Angeles, CA",1
797,"RT @terrytamminen: Glad to join Mike Farrell for a discussion after he performs ""‘Dr. Keeling’s Curve"". Come join us! Sierra Club’s play to…",1045867344533311488,LeoDiCaprio,Leonardo DiCaprio,0,112,2018-09-29 02:46:20,Twitter for iPhone,"Los Angeles, CA",1
798,"Proud to be working with, and being an investor in, @FIAFormulaE. Pictured is the new car debuting this December at the SAUDIA Ad Diriyah E-Prix. Hoping to be there to see the future of electric racing. #sponsored https://t.co/ACtrOiwyVe https://t.co/kRVI81OEr9",1045804727076892673,LeoDiCaprio,Leonardo DiCaprio,3319,755,2018-09-28 22:37:31,Twitter Web Client,"Los Angeles, CA",1
799,RT @mongabay: Activists say Indonesia dragging its heels on indigenous rights: https://t.co/uPIvzM0Vcw https://t.co/u6xXmyuCIV,1045477987070746627,LeoDiCaprio,Leonardo DiCaprio,0,135,2018-09-28 00:59:10,Twitter Web Client,"Los Angeles, CA",0
800,"RT @nytclimate: Florence is gone, but the trouble continues: A dam breaches, and coal ash from an enormous retaining pond into the Cape Fea…",1045477881827274752,LeoDiCaprio,Leonardo DiCaprio,0,140,2018-09-28 00:58:45,Twitter Web Client,"Los Angeles, CA",-1
801,"RT @DanRavenEllison: Here's the #UKin100Seconds.

Each second = 1% of what the nation looks like from the air.

Put your sound on for my ne…",1045051127287435264,LeoDiCaprio,Leonardo DiCaprio,0,607,2018-09-26 20:42:59,Twitter Web Client,"Los Angeles, CA",1
802,"RT @UNEnvironment: Oceans occupy 97% of the habitable space on the planet, meaning that healthy oceans are critical to all life on Earth. A…",1045050977768927233,LeoDiCaprio,Leonardo DiCaprio,0,518,2018-09-26 20:42:23,Twitter Web Client,"Los Angeles, CA",1
803,"RT @dicapriofdn: In a new article, Prime Minister of #Japan @AbeShinzo discusses #climatechange and what countries must to do to address it…",1045050929958068225,LeoDiCaprio,Leonardo DiCaprio,0,204,2018-09-26 20:42:12,Twitter Web Client,"Los Angeles, CA",1
804,".@BeyondMeat's plant-based Beyond Burger uses 99% less water, 93% less land, nearly 50% less energy &amp; generates 90% fewer greenhouse gas emissions than what it takes to produce one 1/4 lb. U.S. beef burger. Proud to be an investor in the #futureofprotein. https://t.co/zpO0N6mpPe https://t.co/NVN5PoVCCP",1045032960968323072,LeoDiCaprio,Leonardo DiCaprio,18427,5667,2018-09-26 19:30:48,Twitter Web Client,"Los Angeles, CA",1
805,"It’s important to vote in every election. Today, on #NationalVoterRegistrationDay, take a few minutes to register yourself to vote. Get started by visiting https://t.co/ZmAYkIe4To. #WhenWeAllVote",1044660831420583938,LeoDiCaprio,Leonardo DiCaprio,8022,1796,2018-09-25 18:52:05,Twitter Web Client,"Los Angeles, CA",1
806,RT @dicapriofdn: On #WorldGorillaDay we're highlighting the work of LDF and the #VirungaAlliance in restoring the #Tshiaberimu Gorilla Ecos…,1044389593674641408,LeoDiCaprio,Leonardo DiCaprio,0,366,2018-09-25 00:54:17,Twitter for iPhone,"Los Angeles, CA",0
807,RT @ajplus: Finland's indigenous people are fighting a proposed Arctic railway. https://t.co/wQjrN1zIAM,1044233180931395585,LeoDiCaprio,Leonardo DiCaprio,0,1300,2018-09-24 14:32:45,Twitter Web Client,"Los Angeles, CA",0
808,"RT @dicapriofdn: If we wish to maintain a healthy planet that can provide for all life then the world’s governments need to, at a minimum,…",1044233069903990785,LeoDiCaprio,Leonardo DiCaprio,0,262,2018-09-24 14:32:19,Twitter Web Client,"Los Angeles, CA",1
809,I am proud of @dicapriofdn’s partnership with @World_Wildlife to support Nepal and local communities in doubling the population of wild tigers. https://t.co/RZzOCue1Dm,1043945736356925440,LeoDiCaprio,Leonardo DiCaprio,13428,2351,2018-09-23 19:30:33,Twitter for iPhone,"Los Angeles, CA",1
810,"RT @dicapriofdn: In celebration of #WorldRhinoDay, we're highlighting LDF's work with the George Adamson African Wildlife Preservation Trus…",1043541707890016257,LeoDiCaprio,Leonardo DiCaprio,0,457,2018-09-22 16:45:05,Twitter for iPhone,"Los Angeles, CA",0
811,"RT @WWFnews: There are fewer than 80 Sumatran rhinos left. To save the species from extinction, we've joined forces with @InsideNatGeo, @IU…",1043541664890015746,LeoDiCaprio,Leonardo DiCaprio,0,252,2018-09-22 16:44:55,Twitter for iPhone,"Los Angeles, CA",0
812,RT @dicapriofdn: Understand. Anticipate. Collaborate to develop solutions. Join the conversation about safe drinking water with #CAWaterDat…,1043541497059192832,LeoDiCaprio,Leonardo DiCaprio,0,174,2018-09-22 16:44:15,Twitter for iPhone,"Los Angeles, CA",1
813,"RT @WhenWeAllVote: The truth is, when we don't vote, things stay the same or get worse.

#WhenWeAllVote, we elect new leaders with new idea…",1043207851794202624,LeoDiCaprio,Leonardo DiCaprio,0,2546,2018-09-21 18:38:28,Twitter Web Client,"Los Angeles, CA",1
814,RT @TIME: The global fight against climate change just stalled. The clock to restart it is ticking https://t.co/RI8iCrYd2P,1043175376049070080,LeoDiCaprio,Leonardo DiCaprio,0,230,2018-09-21 16:29:25,Twitter Web Client,"Los Angeles, CA",0
815,RT @nycgov: .@NYCMayor de Blasio and @cityoflondon Mayor @SadiqKhan call on all cities to divest from fossil fuels (via @guardian): https:/…,1043175265080422400,LeoDiCaprio,Leonardo DiCaprio,0,97,2018-09-21 16:28:59,Twitter Web Client,"Los Angeles, CA",0
816,Proud of the work @chefjoseandres has done for people in need. Learn more about his work by clicking the link below to watch the short film “Making Fire.” https://t.co/yE2CXmusR9,1042841058395254785,LeoDiCaprio,Leonardo DiCaprio,4208,774,2018-09-20 18:20:58,Twitter Web Client,"Los Angeles, CA",1
817,"RT @thehill: Puerto Rico governor: It ""is a fact"" that 2,975 died from Hurricane Maria https://t.co/LBX4Be6jfC https://t.co/URCoOXEmrs",1042833781315522560,LeoDiCaprio,Leonardo DiCaprio,0,250,2018-09-20 17:52:03,Twitter Web Client,"Los Angeles, CA",0
818,"RT @TenStrands: We are thrilled to announce that #SB720, authored by @BenAllenCA, co-authored by @TonyThurmond, and sponsored by @TenStrand…",1042438162990149632,LeoDiCaprio,Leonardo DiCaprio,0,107,2018-09-19 15:40:00,Twitter Web Client,"Los Angeles, CA",1
819,"RT @KamalaHarris: Research has shown that the first three elections a young person votes in, significantly increases the likelihood they be…",1042438007566082050,LeoDiCaprio,Leonardo DiCaprio,0,2336,2018-09-19 15:39:23,Twitter Web Client,"Los Angeles, CA",1
820,"RT @CNN: Typhoon Mangkhut, the world's strongest storm this year, has been carving a destructive and deadly path from the Philippines into…",1042224399859032064,LeoDiCaprio,Leonardo DiCaprio,0,380,2018-09-19 01:30:35,Twitter for iPhone,"Los Angeles, CA",-1
821,"Thank you @JFW, @BankofAmerica, and @TiffanyAndCo for celebrating @dicapriofdn’s 20th Anniversary and for your continued support and efforts to protect our planet. Additional thank you to our art partners: Lisa Schiff of SFA Advisory, @Sothebys, and @invaluablelive. Photo: Getty. https://t.co/JrR4KbXrwD",1041446658255597568,LeoDiCaprio,Leonardo DiCaprio,7775,951,2018-09-16 22:00:07,Twitter for iPhone,"Los Angeles, CA",0
822,Thank you to my friends @JaneGoodallInst and @MarkRuffalo for coming to @dicapriofdn’s 20th anniversary gala. It is leaders like the both of you that help push for positive change for the planet. Photo: Getty. https://t.co/W6WhhzK9Hy,1041338906376122372,LeoDiCaprio,Leonardo DiCaprio,14995,1550,2018-09-16 14:51:57,Twitter for iPhone,"Los Angeles, CA",1
823,RT @NRDC: The next Supreme Court justice will likely cast the deciding vote in key environmental and public health rulings—ultimately shapi…,1040368193628528640,LeoDiCaprio,Leonardo DiCaprio,0,393,2018-09-13 22:34:41,Twitter Web Client,"Los Angeles, CA",0
824,"RT @CAFireFound: California’s heroes go out and risk their lives on the job because they care, and because it’s the right thing to do. Show…",1040367668455514113,LeoDiCaprio,Leonardo DiCaprio,0,126,2018-09-13 22:32:35,Twitter Web Client,"Los Angeles, CA",1
825,"Proceeds from @dicapriofdn's 20th Anniversary Celebration online auction will support LDF's work around the world to build climate resiliency, protect vulnerable wildlife, and restore balance to threatened ecosystems and communities. Learn more here: https://t.co/FWCTufBHHN.",1040280736560046080,LeoDiCaprio,Leonardo DiCaprio,3527,622,2018-09-13 16:47:09,Twitter Web Client,"Los Angeles, CA",0
826,"RT @mongabay: As leaders from tropical forest regions descend upon San Francisco for the Global Climate Action Summit this week, commentato…",1039947227253362688,LeoDiCaprio,Leonardo DiCaprio,0,176,2018-09-12 18:41:54,Twitter Web Client,"Los Angeles, CA",1
827,RT @EnvCalifornia: #BREAKING: @JerryBrownGov just signed SB100 - this means 100% clean electricity in California by 2045! @EnvCalifornia is…,1039946934205726720,LeoDiCaprio,Leonardo DiCaprio,0,191,2018-09-12 18:40:45,Twitter Web Client,"Los Angeles, CA",1
828,"RT @Conserve_CA: Gov. Brown has signed #SB100 into law, which will move California to 100% clean energy—a huge win for California as we hea…",1039946717456748544,LeoDiCaprio,Leonardo DiCaprio,0,108,2018-09-12 18:39:53,Twitter Web Client,"Los Angeles, CA",1
829,"Read a new report, funded by @dicapriofdn, detailing the #energytransition. #GCAS2018 https://t.co/HsaxOFtPKO https://t.co/UsxRnoKYOT",1039946498576920584,LeoDiCaprio,Leonardo DiCaprio,2124,552,2018-09-12 18:39:01,Twitter Web Client,"Los Angeles, CA",1
830,RT @antonioguterres: Climate change is the defining issue of our time – and we are at a defining moment. If we do not change course by 2020…,1039339718905933824,LeoDiCaprio,Leonardo DiCaprio,0,3438,2018-09-11 02:27:53,Twitter for iPhone,"Los Angeles, CA",0
831,"Climate change is a race we can win. We already have the solutions, but we need governments, businesses &amp; individuals to implement them. Demand #ClimateAction. https://t.co/Zl62JwgkK6",1039221637667868672,LeoDiCaprio,Leonardo DiCaprio,22324,5812,2018-09-10 18:38:40,Twitter Web Client,"Los Angeles, CA",1
832,"RT @UNFCCC: Stay tuned for a major speech today by @UN Secretary-General @antonioguterres on #ClimateChange and #ClimateAction, at 15:00 Ne…",1039220435160887297,LeoDiCaprio,Leonardo DiCaprio,0,421,2018-09-10 18:33:54,Twitter Web Client,"Los Angeles, CA",1
833,RT @dicapriofdn: https://t.co/FnwndbU8Pu,1038947213953642497,LeoDiCaprio,Leonardo DiCaprio,0,195,2018-09-10 00:28:13,Twitter for iPhone,"Los Angeles, CA",0
834,"RT @TenStrands: Exciting news! The bill we sponsored #SB720, authored by @BenAllenCA @TonyThurmond, has passed the CA leg! #SB720 strengthe…",1038147403893886981,LeoDiCaprio,Leonardo DiCaprio,0,146,2018-09-07 19:30:03,Twitter Web Client,"Los Angeles, CA",1
835,"RT @OrangutansSOS: There are only 14,600 Sumatran orangutans left in the wild, and the forests they depend on are being chopped down. You c…",1038121396998729728,LeoDiCaprio,Leonardo DiCaprio,0,504,2018-09-07 17:46:43,Twitter Web Client,"Los Angeles, CA",-1
836,"RT @TheAtlantic: It's more than 75 percent likely that every last biome on Earth could shift, if carbon emissions keep rising, @yayitsrob r…",1038106258170097664,LeoDiCaprio,Leonardo DiCaprio,0,276,2018-09-07 16:46:33,Twitter Web Client,"Los Angeles, CA",1
837,RT @youthvgov: BREAKING: We will hold a #youthvgov rally in every state on October 29 for the #TrialoftheCentury! Visit https://t.co/gImTsH…,1037774035407577088,LeoDiCaprio,Leonardo DiCaprio,0,131,2018-09-06 18:46:25,Twitter Web Client,"Los Angeles, CA",0
838,"RT @nytclimate: It took 20 years for the federal government to formulate the regulations to reduce mercury from coal plants, and which were…",1037773948061212674,LeoDiCaprio,Leonardo DiCaprio,0,281,2018-09-06 18:46:04,Twitter Web Client,"Los Angeles, CA",0
839,RT @terrytamminen: Europe Now Has One Million Electric Vehicles on the Road https://t.co/9JFE4kfdw2 via @YaleE360,1037439869361025030,LeoDiCaprio,Leonardo DiCaprio,0,137,2018-09-05 20:38:34,Twitter for iPhone,"Los Angeles, CA",0
840,"RT @dicapriofdn: .@JerryBrownGov, please seal your legacy as a climate champion and sign the legislation that commits #California to a 100…",1037413956145565696,LeoDiCaprio,Leonardo DiCaprio,0,234,2018-09-05 18:55:36,Twitter Web Client,"Los Angeles, CA",0
841,"RT @AmazonWatch: This is huge deal for indigenous rights! 👏👏👏👏
Finally, a court has actually upheld the right to free, prior and informed c…",1035979541263482880,LeoDiCaprio,Leonardo DiCaprio,0,295,2018-09-01 19:55:44,Twitter for iPhone,"Los Angeles, CA",1
842,"RT @nytclimate: New Trump climate plan could see up to 1,400 premature deaths from local pollution, its own analysis shows. https://t.co/80…",1035534446064164865,LeoDiCaprio,Leonardo DiCaprio,0,283,2018-08-31 14:27:05,Twitter for iPhone,"Los Angeles, CA",1
843,RT @ClimateReality: Fact: #Antarctica lost 219 billion tons of ice each year from 2012 to 2017. Are you ready to act on climate? https://t.…,1035176665842835456,LeoDiCaprio,Leonardo DiCaprio,0,325,2018-08-30 14:45:24,Twitter for iPhone,"Los Angeles, CA",1
844,RT @350: In just 10 days the global climate movement will Rise together. On Sep. 8th hundreds of local actions across the world will demand…,1034888701849919489,LeoDiCaprio,Leonardo DiCaprio,0,843,2018-08-29 19:41:08,Twitter for iPhone,"Los Angeles, CA",0
845,RT @antonioguterres: Scientists are warning that Arctic sea ice is thinning and melting more than ever before. Sea ice off northern Greenla…,1034829121044410369,LeoDiCaprio,Leonardo DiCaprio,0,4869,2018-08-29 15:44:23,Twitter for iPhone,"Los Angeles, CA",1
846,RT @EnvCalifornia: Thank you @LorenaAD80 for your environmental leadership.  We know that with 21 Assembly co-authors you all will pass #SB…,1034493993940185088,LeoDiCaprio,Leonardo DiCaprio,0,126,2018-08-28 17:32:42,Twitter for iPhone,"Los Angeles, CA",0
847,"RT @CBSNews: Number of ""marine heat waves"" roughly doubled between 1982 and 2016, study finds https://t.co/fSILlZUYyj https://t.co/FtQGO6N4…",1034080358688608257,LeoDiCaprio,Leonardo DiCaprio,0,195,2018-08-27 14:09:04,Twitter for iPhone,"Los Angeles, CA",-1
848,RT @PacificStand: Australian scientists now report that coral cover on the Great Barrier Reef has fallen sharply in all three sections of t…,1033702994221645830,LeoDiCaprio,Leonardo DiCaprio,0,333,2018-08-26 13:09:33,Twitter for iPhone,"Los Angeles, CA",1
849,"RT @SacBeeEditBoard: If @realDonaldTrump wants coal, he can have it. But California must commit to 100 percent #cleanenergy https://t.co/Ps…",1033524441207189505,LeoDiCaprio,Leonardo DiCaprio,0,246,2018-08-26 01:20:03,Twitter for iPhone,"Los Angeles, CA",1
850,RT @dicapriofdn: Effective land management for meeting the #ParisAgreement means the best option is to leave existing forests intact and pr…,1033384288614604801,LeoDiCaprio,Leonardo DiCaprio,0,324,2018-08-25 16:03:08,Twitter for iPhone,"Los Angeles, CA",1
851,RT @dicapriofdn: Company plans to end oil production at #SouthLA site. Congrats to LDF partner @STAND_LA for spearheading this fight! https…,1033007548985683968,LeoDiCaprio,Leonardo DiCaprio,0,179,2018-08-24 15:06:06,Twitter Web Client,"Los Angeles, CA",0
852,"RT @PacificStand: ""It's very important that we protect the Earth, the plants, and special ceremonial places in Bears Ears for future genera…",1032717253874208770,LeoDiCaprio,Leonardo DiCaprio,0,222,2018-08-23 19:52:34,Twitter Web Client,"Los Angeles, CA",1
853,RT @CenterForBioDiv: A new study from Duke University has found a dramatic increase in fracking's water footprint in the United States over…,1032717074743930881,LeoDiCaprio,Leonardo DiCaprio,0,211,2018-08-23 19:51:52,Twitter Web Client,"Los Angeles, CA",-1
854,A new report explores just how quickly we are reaching Earth’s tipping point. Learn more: https://t.co/oNdNj2PULR.,1032716927339294726,LeoDiCaprio,Leonardo DiCaprio,5772,1730,2018-08-23 19:51:17,Twitter Web Client,"Los Angeles, CA",1
855,RT @J_WintersLDF: Incredible effort by @LionRecovery partner @AfricanParks who are bringing lions back to Liwonde Park in Malawi for the fi…,1032424904392622080,LeoDiCaprio,Leonardo DiCaprio,0,296,2018-08-23 00:30:53,Twitter Web Client,"Los Angeles, CA",1
856,"RT @nytimes: Torrential rains at Kerala, India, have caused some of its worst floods in nearly a century, killing more than 300 people http…",1032038465242841089,LeoDiCaprio,Leonardo DiCaprio,0,509,2018-08-21 22:55:19,Twitter Web Client,"Los Angeles, CA",-1
857,"A historic moment as indigenous leaders, representing hundreds of tribes from across the Amazon basin, issue a declaration calling for the protection of the entire Amazon basin. https://t.co/8bIStWLg98",1032036285731487744,LeoDiCaprio,Leonardo DiCaprio,18003,3327,2018-08-21 22:46:39,Twitter Web Client,"Los Angeles, CA",0
858,RT @dicapriofdn: Alibaba joins fight to protect Africa's environment https://t.co/GpI5q6u0Ta,1031676816803676160,LeoDiCaprio,Leonardo DiCaprio,0,237,2018-08-20 22:58:15,Twitter Web Client,"Los Angeles, CA",0
859,RT @NRDC: Climate change is expected to permanently alter some of America’s favorite national parks and seashores—from melting ice caps to…,1031676741532696576,LeoDiCaprio,Leonardo DiCaprio,0,311,2018-08-20 22:57:57,Twitter Web Client,"Los Angeles, CA",1
860,Californians are demanding that @JerryBrownGov stand up to Big Oil. Learn more: https://t.co/NMBuAAolKg. #BrownsLastChance,1031644529462587393,LeoDiCaprio,Leonardo DiCaprio,2566,605,2018-08-20 20:49:57,Twitter Web Client,"Los Angeles, CA",1
861,"RT @dicapriofdn: Today is #WorldOrangutanDay! LDF has been actively working with @WWF, @FZL_Frankfurt, and @OrangutanTOP to permanently pro…",1031291905747939329,LeoDiCaprio,Leonardo DiCaprio,0,540,2018-08-19 21:28:45,Twitter for iPhone,"Los Angeles, CA",-1
862,RT @dicapriofdn: https://t.co/Ci6Z9Sgq2L,1030848242853048320,LeoDiCaprio,Leonardo DiCaprio,0,283,2018-08-18 16:05:47,Twitter Web Client,"Los Angeles, CA",0
863,RT @dw_business: Land loss threatens indigenous communities worldwide #Brazil  https://t.co/NduCc4VlLe https://t.co/0X4KKvlgYy,1030848178688585728,LeoDiCaprio,Leonardo DiCaprio,0,193,2018-08-18 16:05:32,Twitter Web Client,"Los Angeles, CA",0
864,RT @dicapriofdn: We know how to protect homes from #forestfires. ‘Thinning’ is not part of the solution. https://t.co/ujPJfynsk0 via Chad H…,1030483586963722240,LeoDiCaprio,Leonardo DiCaprio,0,171,2018-08-17 15:56:47,Twitter Web Client,"Los Angeles, CA",0
865,"RT @EnvCalifornia: “California has long played an outsize role in the world’s affairs, but never more than right now.” - great piece by @bi…",1030483406700924928,LeoDiCaprio,Leonardo DiCaprio,0,130,2018-08-17 15:56:04,Twitter Web Client,"Los Angeles, CA",1
866,RT @KamalaHarris: Please consider making a contribution to support six local nonprofits that are working to help those displaced and hurt b…,1030483346932080642,LeoDiCaprio,Leonardo DiCaprio,0,342,2018-08-17 15:55:50,Twitter Web Client,"Los Angeles, CA",0
867,"RT @dicapriofdn: Yellowstone's #grizzlybears are national treasures, not trophies to be hunted. But Trump and Zinke have stripped federal p…",1029784545577586696,LeoDiCaprio,Leonardo DiCaprio,0,556,2018-08-15 17:39:02,Twitter Web Client,"Los Angeles, CA",0
868,"RT @Global_Witness: ‘In any conflict, the last thing a dominant power wants is for the outside world to know the cost of their victory’ - @…",1029784496307167232,LeoDiCaprio,Leonardo DiCaprio,0,222,2018-08-15 17:38:51,Twitter Web Client,"Los Angeles, CA",1
869,RT @terrytamminen: https://t.co/z28HH7qHQ3 Global desert: Drought turning the planet into a tinderbox,1029445598393643008,LeoDiCaprio,Leonardo DiCaprio,0,187,2018-08-14 19:12:11,Twitter Web Client,"Los Angeles, CA",0
870,"RT @Forbes: There is a real risk that Earth's climate could run out of control:
https://t.co/Y2CO9RRbHw https://t.co/crrdmzL2cE",1029445524846469122,LeoDiCaprio,Leonardo DiCaprio,0,434,2018-08-14 19:11:53,Twitter Web Client,"Los Angeles, CA",1
871,"RT @RobertKennedyJr: HUGE WIN in #MonsantoTrial! #MONSANTO GUILTY ON ALL COUNTS!

https://t.co/Bi9xtGyuDN",1029018968940523520,LeoDiCaprio,Leonardo DiCaprio,0,1756,2018-08-13 14:56:55,Twitter Web Client,"Los Angeles, CA",1
872,"RT @ElephantCrisis: As we celebrate World Elephant Day, read how our valiant partners are battling the ivory crisis across Africa and Asia…",1028688138020028419,LeoDiCaprio,Leonardo DiCaprio,0,366,2018-08-12 17:02:18,Twitter Web Client,"Los Angeles, CA",0
873,"RT @TheAtlantic: ""If right whales are threatened with extinction, it’s not from a lack of grit. It’s because their home is one of the most…",1028308152033390593,LeoDiCaprio,Leonardo DiCaprio,0,353,2018-08-11 15:52:23,Twitter Web Client,"Los Angeles, CA",1
874,RT @ClimateReality: These are the top five solar states in the #US. Did your state make the list? https://t.co/xi7XHsI0YR,1028308064653455361,LeoDiCaprio,Leonardo DiCaprio,0,295,2018-08-11 15:52:02,Twitter Web Client,"Los Angeles, CA",1
875,"RT @FastCoIdeas: “From a consumer angle, from an environmental angle, from an industry angle, there’s just no great logic [for this proposa…",1028036023991840771,LeoDiCaprio,Leonardo DiCaprio,0,227,2018-08-10 21:51:02,Twitter Web Client,"Los Angeles, CA",-1
876,RT @dicapriofdn: California's Death Valley will have the hottest month ever recorded on earth https://t.co/78IznqFjfL,1028035954056077312,LeoDiCaprio,Leonardo DiCaprio,0,362,2018-08-10 21:50:46,Twitter Web Client,"Los Angeles, CA",0
877,"RT @LionRecovery: This #WorldLionDay marks our one-year anniversary! To date the LRF, created by @wildnetorg in partnership with @dicapriof…",1027981119768211457,LeoDiCaprio,Leonardo DiCaprio,0,300,2018-08-10 18:12:52,Twitter Web Client,"Los Angeles, CA",0
878,"RT @dicapriofdn: Today on #IndigenousDay, LDF is proud to feature our #IndigenousRights Program. Our program includes Indigenous-led projec…",1027624238436556813,LeoDiCaprio,Leonardo DiCaprio,0,315,2018-08-09 18:34:45,Twitter Web Client,"Los Angeles, CA",1
879,RT @latimes: The world's largest solar farm will open next year in the remote Egyptian desert. It will single-handedly put Egypt on the cle…,1027571989299515393,LeoDiCaprio,Leonardo DiCaprio,0,400,2018-08-09 15:07:08,Twitter Web Client,"Los Angeles, CA",-1
880,"RT @RobertKennedyJr: READ and RETWEET my latest from the #MonsantoTrial!

https://t.co/vl54fPOz1F",1027571930172403712,LeoDiCaprio,Leonardo DiCaprio,0,616,2018-08-09 15:06:54,Twitter Web Client,"Los Angeles, CA",1
