,text,id,user,name,likes,retweet_count,created_at,source,location,sentiment,tweet_sentiment
140,@DJSnM @DavidHuber15 @nickhenning3d @SpaceX @ErcXspace @Neopork85 @C_Bass3d @Caspar_Stanley @SpacexVision @FelixSchlang Probably,1326196436061577221,elonmusk,Elon Musk,1517,23,2020-11-10 16:14:04,Twitter for iPhone,,0,neutral
141,@TeslaNY @Tesla Happy to see this :),1326196164711096323,elonmusk,Elon Musk,2969,74,2020-11-10 16:12:59,Twitter for iPhone,,1,positive
142,"@SamTalksTesla @Tesla I do expect this to become an important product for the world, but probably not financially material for Tesla",1325938304810967042,elonmusk,Elon Musk,2272,84,2020-11-09 23:08:21,Twitter for iPhone,,1,positive
143,@nickhenning3d @SpaceX @ErcXspace @Neopork85 @C_Bass3d @Caspar_Stanley @SpacexVision @FelixSchlang There’s no entry… https://t.co/NCafKnfZlc,1325937554236043266,elonmusk,Elon Musk,1999,63,2020-11-09 23:05:22,Twitter for iPhone,,0,neutral
144,@SamTalksTesla @Tesla Tesla makes the RNA Bioreactor that can make vaccines / cures. CureVac has version 2 in use.… https://t.co/OPouohyAmu,1325934016353214465,elonmusk,Elon Musk,2061,122,2020-11-09 22:51:18,Twitter for iPhone,,0,neutral
145,RT @SpaceX: Crew Dragon and Falcon 9 in the hangar at Launch Complex 39A ahead of launching four astronauts to the @space_station; liftoff…,1325932531934523394,elonmusk,Elon Musk,0,5375,2020-11-09 22:45:24,Twitter for iPhone,,-1,negative
146,@TesLatino Checking,1325931653659832321,elonmusk,Elon Musk,986,21,2020-11-09 22:41:55,Twitter for iPhone,,0,neutral
147,@pcgamer I just hope this game doesn’t twist itself to tedium out of fear of being canceled,1325925794162626561,elonmusk,Elon Musk,2913,116,2020-11-09 22:18:38,Twitter for iPhone,,-1,negative
148,"RT @boringcompany: Rumor has it that ""Austin Chalk"" is geologically one of best soils for tunneling. Want to find out? Austin jobs now avai…",1325870366821150720,elonmusk,Elon Musk,0,494,2020-11-09 18:38:23,Twitter for iPhone,,1,positive
149,https://t.co/d0i2w8wNKG,1325861541330251781,elonmusk,Elon Musk,216816,11109,2020-11-09 18:03:19,Twitter for iPhone,,0,neutral
150,"Yes, you can have my damn cookie! should be a browser setting",1325844990870900736,elonmusk,Elon Musk,218578,11391,2020-11-09 16:57:33,Twitter for iPhone,,0,neutral
151,@teslaownerssv @Tesla Thanks to a lot of great Autopilot/AI hardware &amp; software engineers at Tesla!,1325825307824189441,elonmusk,Elon Musk,3300,148,2020-11-09 15:39:20,Twitter for iPhone,,1,positive
152,@BBCTech For sure,1325632482339811329,elonmusk,Elon Musk,1579,45,2020-11-09 02:53:07,Twitter for iPhone,,1,positive
153,@MKBHD @Vyyyper Will be worth it,1325624510691749888,elonmusk,Elon Musk,11304,111,2020-11-09 02:21:26,Twitter for iPhone,,1,positive
154,@MKBHD Exactly,1325623523688116225,elonmusk,Elon Musk,3215,37,2020-11-09 02:17:31,Twitter for iPhone,,1,positive
155,@Model3Owners @MKBHD Sure,1325623206049280000,elonmusk,Elon Musk,1255,22,2020-11-09 02:16:15,Twitter for iPhone,,1,positive
156,"@MKBHD Actually, it’s still there https://t.co/2zLKc8Fc2d",1325622453054312450,elonmusk,Elon Musk,4543,79,2020-11-09 02:13:16,Twitter for iPhone,,0,neutral
157,@Ed_Spartan_117 @Tesla @NYKChannel Wait until you see what Cybertruck will do,1325618085445824513,elonmusk,Elon Musk,4807,278,2020-11-09 01:55:55,Twitter for iPhone,,0,neutral
158,@MKBHD This is accidental. Will be back shortly.,1325599355961712640,elonmusk,Elon Musk,9756,108,2020-11-09 00:41:29,Twitter for iPhone,,0,neutral
159,RT @Tesla: 20k Superchargers and counting https://t.co/urudyt9Eui,1325517360170586112,elonmusk,Elon Musk,0,3537,2020-11-08 19:15:40,Twitter for iPhone,,0,neutral
160,@Erdayastronaut @RenataKonkoly @SpaceNews_Inc Am hoping to change booster design to land back on launch mount with… https://t.co/HpRGPtt6ru,1325467966247370755,elonmusk,Elon Musk,5105,240,2020-11-08 15:59:23,Twitter for iPhone,,0,neutral
161,@Vasu42698392 @amyceskridge Chip has temp sensor &amp; automatically maintains safe temp,1325450983183327233,elonmusk,Elon Musk,1210,40,2020-11-08 14:51:54,Twitter for iPhone,,1,positive
162,@reganlovetesla @RenataKonkoly @SpaceNews_Inc Enough already on my plate &amp; Tesla’s. Maybe one day will do a prototy… https://t.co/tGPWEJ7WQA,1325450416562208768,elonmusk,Elon Musk,1231,47,2020-11-08 14:49:39,Twitter for iPhone,,0,neutral
163,"@amyceskridge Neuralink won’t overclock the brain, it will transfer processing to the supercomputer extension of yo… https://t.co/NByBBFX0T2",1325448724244357120,elonmusk,Elon Musk,1393,97,2020-11-08 14:42:56,Twitter for iPhone,,0,neutral
164,@flcnhvy @PPathole @cleantechnica We rewrote all labeling software for 4D. Very different from labeling single phot… https://t.co/mLTBdsQuTy,1325445345275416578,elonmusk,Elon Musk,2645,145,2020-11-08 14:29:30,Twitter for iPhone,,-1,negative
165,@PPathole @cleantechnica Version 1 is about a year away,1325424592731705346,elonmusk,Elon Musk,1439,53,2020-11-08 13:07:02,Twitter for iPhone,,0,neutral
166,@RenataKonkoly @SpaceNews_Inc It would appear that their calculations were incorrect,1325404393076887557,elonmusk,Elon Musk,2400,54,2020-11-08 11:46:46,Twitter for iPhone,,0,neutral
167,@SpaceNews_Inc China understands the profound importance of reusability. The era of expendable rockets will soon be over.,1325402989201403906,elonmusk,Elon Musk,3307,133,2020-11-08 11:41:12,Twitter for iPhone,,1,positive
168,@cleantechnica ♠️♠️ Tesla Autopilot/AI team ♠️♠️,1325395344105086976,elonmusk,Elon Musk,2390,103,2020-11-08 11:10:49,Twitter for iPhone,,0,neutral
169,"@cleantechnica Good explanation. 4D is essential for dynamically occluded objects, especially in large intersection… https://t.co/ooJ9PqAyHj",1325394382367977477,elonmusk,Elon Musk,2400,133,2020-11-08 11:07:00,Twitter for iPhone,,1,positive
170,RT @archillect: https://t.co/5U3fNqFhr1,1325175011833909248,elonmusk,Elon Musk,0,5878,2020-11-07 20:35:18,Twitter for iPhone,,0,neutral
171,"The Phantom of the Opera 
Is here … inside your mind",1325142587460694016,elonmusk,Elon Musk,120053,6237,2020-11-07 18:26:27,Twitter for iPhone,,0,neutral
172,@LinusTech @SpaceXStarlink @SpaceX 🇨🇦 😀,1324859493889478656,elonmusk,Elon Musk,7608,131,2020-11-06 23:41:32,Twitter for iPhone,,0,neutral
173,@PPathole Just looking for problem-solvers who get things done with a high sense of urgency. Don’t care if or where they went to school.,1324736385870430210,elonmusk,Elon Musk,4735,388,2020-11-06 15:32:21,Twitter for iPhone,,1,positive
174,"When sending your resume, please describe a few of the hardest problems you solved &amp; exactly how you solved them",1324736076800577537,elonmusk,Elon Musk,32493,1283,2020-11-06 15:31:07,Twitter for iPhone,,1,positive
175,"A New Banner is needed
Neither hard left nor right",1324661814131519488,elonmusk,Elon Musk,144904,6632,2020-11-06 10:36:02,Twitter for iPhone,,1,positive
176,@PPathole Another fine day in the simulation …,1324658679723905025,elonmusk,Elon Musk,7992,429,2020-11-06 10:23:34,Twitter for iPhone,,1,positive
177,"@Nereide Faraday invented the electric motor, Tesla the (commutator-free, three-phase) AC induction motor, in other… https://t.co/cQo2rjLRBv",1324658412274081793,elonmusk,Elon Musk,1259,63,2020-11-06 10:22:31,Twitter for iPhone,,1,positive
178,"@Nereide Maxwell was amazing. Should have more recognition. Tesla Motors, Inc., was almost called Faraday, as it to… https://t.co/6y42KMCPGk",1324657499434151936,elonmusk,Elon Musk,1136,48,2020-11-06 10:18:53,Twitter for iPhone,,1,positive
179,420 is ten times better than 42,1324595039742222337,elonmusk,Elon Musk,359821,34131,2020-11-06 06:10:41,Twitter for iPhone,,1,positive
180,🤗,1324591221424025606,elonmusk,Elon Musk,46249,793,2020-11-06 05:55:31,Twitter for iPhone,,0,neutral
181,RT @SpaceX: Deployment of GPS III-4 confirmed https://t.co/fCFJRcWMti,1324584148250497024,elonmusk,Elon Musk,0,2226,2020-11-06 05:27:25,Twitter for iPhone,,1,positive
182,RT @SpaceX: Falcon 9’s first stage lands on the Of Course I Still Love You droneship https://t.co/hd0IBPX3T5,1324584134329606146,elonmusk,Elon Musk,0,1795,2020-11-06 05:27:21,Twitter for iPhone,,1,positive
183,RT @SpaceX: Liftoff! https://t.co/LI4O0TNmL8,1324584088607498241,elonmusk,Elon Musk,0,3667,2020-11-06 05:27:10,Twitter for iPhone,,0,neutral
184,@LinusTech @SpaceXStarlink @SpaceX Awaiting approval from Canadian authorities,1324481509475020800,elonmusk,Elon Musk,16612,232,2020-11-05 22:39:34,Twitter for iPhone,,0,neutral
185,Recruiting ace engineers for Giga Berlin! Will interview in person tomorrow on site. Send resume to 25Guns@Tesla.com.,1324283305789812736,elonmusk,Elon Musk,109345,6510,2020-11-05 09:31:58,Twitter for iPhone,,0,neutral
186,@Chad_Hurley @realDonaldTrump @kanyewest Stop being a chad,1324260092259217409,elonmusk,Elon Musk,2942,87,2020-11-05 07:59:44,Twitter for iPhone,,0,neutral
187,@Chad_Hurley @realDonaldTrump @kanyewest Uh … Chad wtf,1324259956040806405,elonmusk,Elon Musk,2064,43,2020-11-05 07:59:11,Twitter for iPhone,,-1,negative
188,"@TechAmazing Einstein was great, but did not succeed at engineering (and he tried)",1323979950504902657,elonmusk,Elon Musk,2832,130,2020-11-04 13:26:33,Twitter for iPhone,,1,positive
189,"@jtrevorchapman Yeah, that will be relatively easy, as so few users out in the ocean",1323691195239960579,elonmusk,Elon Musk,2170,57,2020-11-03 18:19:08,Twitter for iPhone,,1,positive
190,"@ICannot_Enough @ZainRaz4 @vincent13031925 @JonErlichman Yes, although I didn’t expect the stock to rise so much so… https://t.co/TMW6phbef0",1323643630997917697,elonmusk,Elon Musk,3929,231,2020-11-03 15:10:08,Twitter for iPhone,,1,positive
191,"@FutureJurvetson @PPathole Super appreciate your support, Steve! That convertible loan gave us 6 months of runway.… https://t.co/eJ7iOVx2W4",1323641938235580416,elonmusk,Elon Musk,1995,80,2020-11-03 15:03:24,Twitter for iPhone,,1,positive
192,@ZainRaz4 @vincent13031925 @JonErlichman Closest we got was about a month. The Model 3 ramp was extreme stress &amp; pa… https://t.co/WuHekj0HIo,1323640901248393217,elonmusk,Elon Musk,2480,113,2020-11-03 14:59:17,Twitter for iPhone,,-1,negative
193,"@vincent13031925 @JonErlichman I put in my last money, even though I thought we would still fail. But, it was eithe… https://t.co/9bGKEz9d8a",1323639506436825092,elonmusk,Elon Musk,6208,376,2020-11-03 14:53:45,Twitter for iPhone,,-1,negative
194,"@JonErlichman That funding round completed 6pm on Christmas Eve in 2008. Last hour of last day possible, as investo… https://t.co/UmfGjnkoxm",1323637665829396480,elonmusk,Elon Musk,73029,4072,2020-11-03 14:46:26,Twitter for iPhone,,-1,negative
195,@josh_bickett @PPathole Yes,1323432289947262982,elonmusk,Elon Musk,1408,31,2020-11-03 01:10:20,Twitter for iPhone,,0,neutral
196,"@PPathole Lowering Starlink terminal cost, which may sound rather pedestrian, is actually our most difficult technical challenge",1323431066158452736,elonmusk,Elon Musk,1744,81,2020-11-03 01:05:28,Twitter for iPhone,,1,positive
197,"@itshamzahkhan As soon as we get regulatory approval. Hopefully, around middle of next year.",1323430438577328128,elonmusk,Elon Musk,2129,76,2020-11-03 01:02:59,Twitter for iPhone,,0,neutral
198,"@thesheetztweetz Right now, it takes about 5 mins to set up, but, with future improvements, probably less than 3 mi… https://t.co/8EhBQC3FA0",1323430150034382848,elonmusk,Elon Musk,20881,627,2020-11-03 01:01:50,Twitter for iPhone,,1,positive
199,@kjell_arne @flcnhvy Canada and Norway are next after we get US out of early beta!,1323360818336092167,elonmusk,Elon Musk,3450,183,2020-11-02 20:26:20,Twitter for iPhone,,1,positive
200,@enn_nafnlaus @flcnhvy Didn’t realize that was possible. No problem if there’s a way get current design Cybertruck approved in Europe!,1323360309407633414,elonmusk,Elon Musk,2240,65,2020-11-02 20:24:19,Twitter for iPhone,,0,neutral
201,"@flcnhvy As soon as we get country approval. This is required for each country individually, as no EU-wide approval… https://t.co/8ZBt9qJD9H",1323359592722669573,elonmusk,Elon Musk,3868,129,2020-11-02 20:21:28,Twitter for iPhone,,1,positive
202,"@jason_rassett Lower latitude states need more satellites in position, so probably January",1323349059214708737,elonmusk,Elon Musk,3161,77,2020-11-02 19:39:37,Twitter for iPhone,,1,positive
203,Several thousand more Starlink beta participation invitations going out this week,1323348268823314432,elonmusk,Elon Musk,101058,3331,2020-11-02 19:36:28,Twitter for iPhone,,1,positive
204,@LouisWFerreira New design is better with many minor tweaks. Even the small details matter.,1323347225611829248,elonmusk,Elon Musk,2822,104,2020-11-02 19:32:19,Twitter for iPhone,,1,positive
205,@engineers_feed Haha,1323346472545517569,elonmusk,Elon Musk,5999,80,2020-11-02 19:29:20,Twitter for iPhone,,1,positive
206,Very close to actual expected flight! https://t.co/ruEdIPhTil,1323288694955061257,elonmusk,Elon Musk,50488,3453,2020-11-02 15:39:45,Twitter for iPhone,,1,positive
207,"@Nigel_Lockyer I could not be more excited about the new supercollider! That said, while it is considerably larger,… https://t.co/s3typirk4U",1323268205385818114,elonmusk,Elon Musk,6517,145,2020-11-02 14:18:19,Twitter for iPhone,,1,positive
208,@WholeMarsBlog @steezyysosa @AustinTeslaClub @JoeTegtmeyer @peterdog15 @TXTerafactory @Terafactorytx @lqdchkn… https://t.co/pqsjZOPAj5,1323028835164655618,elonmusk,Elon Musk,2569,75,2020-11-01 22:27:09,Twitter for iPhone,,0,neutral
209,@steezyysosa @AustinTeslaClub @JoeTegtmeyer @peterdog15 @TXTerafactory @Terafactorytx @lqdchkn @jd_average… https://t.co/oZAzv1iGXa,1323027430446125056,elonmusk,Elon Musk,2817,126,2020-11-01 22:21:34,Twitter for iPhone,,-1,negative
210,@AustinTeslaClub @JoeTegtmeyer @peterdog15 @TXTerafactory @Terafactorytx @lqdchkn @jd_average @EliBurton_ Tesla Tex… https://t.co/g2INiRy9ES,1323027040740802561,elonmusk,Elon Musk,16026,395,2020-11-01 22:20:01,Twitter for iPhone,,-1,negative
211,@kyzcralotSxaM Yes,1323023633355280384,elonmusk,Elon Musk,1745,29,2020-11-01 22:06:29,Twitter for iPhone,,0,neutral
212,Penguin Random House 😴 should change the name to Random Penguin🔥,1323008187256229889,elonmusk,Elon Musk,57070,1612,2020-11-01 21:05:06,Twitter for iPhone,,-1,negative
213,"@austinbarnard45 Sure, although it might be quite a short livestream! Lot can go wrong, but we’ll provide video, wa… https://t.co/JmOJn9HhxS",1323006223298551812,elonmusk,Elon Musk,6428,341,2020-11-01 20:57:18,Twitter for iPhone,,0,neutral
214,@FNarolles @TGMetsFan98 This is what matters most,1323003939088928775,elonmusk,Elon Musk,1012,32,2020-11-01 20:48:13,Twitter for iPhone,,1,positive
215,@Erdayastronaut @KlotzAdam @NASASpaceflight We’ve tested a sub-scale version in a wind tunnel with active aero clos… https://t.co/M8xZLZVSAq,1322720587173777409,elonmusk,Elon Musk,5893,228,2020-11-01 02:02:17,Twitter for iPhone,,-1,negative
216,@flcnhvy @RGVaerialphotos https://t.co/HEz9otgJJH,1322718691964977152,elonmusk,Elon Musk,3689,122,2020-11-01 01:54:45,Twitter for iPhone,,0,neutral
217,@RGVaerialphotos Lord of the …,1322683348720979971,elonmusk,Elon Musk,16384,254,2020-10-31 23:34:19,Twitter for iPhone,,0,neutral
218,"@TGMetsFan98 @KlotzAdam @NASASpaceflight @Erdayastronaut Yeah. Although, if it fails right at the end, some landing… https://t.co/daQDIIWB9x",1322662045234454535,elonmusk,Elon Musk,2326,82,2020-10-31 22:09:40,Twitter for iPhone,,-1,negative
219,@flcnhvy @NASASpaceflight @Erdayastronaut Minor,1322660745549619200,elonmusk,Elon Musk,2340,29,2020-10-31 22:04:30,Twitter for iPhone,,-1,negative
220,"@KlotzAdam @NASASpaceflight @Erdayastronaut Understanding exactly how the body flaps control pitch, yaw &amp; roll duri… https://t.co/79jvi22N2R",1322660616939720705,elonmusk,Elon Musk,2198,88,2020-10-31 22:03:59,Twitter for iPhone,,1,positive
221,"@NASASpaceflight @Erdayastronaut But, a RUD right off launch pad is also possible. Fortunately, SN9 is almost ready.",1322659784210960390,elonmusk,Elon Musk,2623,99,2020-10-31 22:00:41,Twitter for iPhone,,1,positive
222,"@NASASpaceflight @Erdayastronaut Stable, controlled descent with body flaps would be great. Transferring propellant… https://t.co/vPIIPpDV02",1322659546641371136,elonmusk,Elon Musk,3696,141,2020-10-31 21:59:44,Twitter for iPhone,,1,positive
223,@teslaownersSV @Kristennetten @TesLatino Every 5 to 10 days,1322435853348671488,elonmusk,Elon Musk,2572,101,2020-10-31 07:10:51,Twitter for iPhone,,0,neutral
224,"@Kristennetten @teslaownersSV @TesLatino Faults will never be zero, but at some point the probability of a fault wi… https://t.co/INU2XAJD7u",1322435476280758272,elonmusk,Elon Musk,2024,100,2020-10-31 07:09:21,Twitter for iPhone,,0,neutral
225,@teslaownersSV @TesLatino We measure this primarily in intervention probability. This update addressed several issu… https://t.co/zyF8EFD6IH,1322433989261611009,elonmusk,Elon Musk,1600,94,2020-10-31 07:03:27,Twitter for iPhone,,1,positive
226,"@TesLatino Thanks to a great Autopilot/AI team working super hard! 

Doing “neural nets” without testing them again… https://t.co/mnN6S3srrE",1322431151986925568,elonmusk,Elon Musk,6900,216,2020-10-31 06:52:10,Twitter for iPhone,,1,positive
227,@auchenberg Latency will improve significantly soon. Bandwidth too.,1322428850526105600,elonmusk,Elon Musk,4840,200,2020-10-31 06:43:02,Twitter for iPhone,,1,positive
228,@teslaownersSV This build should be noticeably better with interventions,1322426033967190016,elonmusk,Elon Musk,1876,69,2020-10-31 06:31:50,Twitter for iPhone,,1,positive
229,@RationalEtienne @teslaownersSV @toadmeister Yes,1322342760343461888,elonmusk,Elon Musk,1449,32,2020-10-31 01:00:56,Twitter for iPhone,,0,neutral
230,"@teslaownersSV @toadmeister I’ve spent more than half my life in California &amp; love the state. But, frankly, I think… https://t.co/s5xouoedjT",1322338101654511617,elonmusk,Elon Musk,4570,453,2020-10-31 00:42:25,Twitter for iPhone,,1,positive
